config,msd,rdf,psi6,cn_at_1.5,cn_slope,rdf/msd,psi6/msd,cn_1.5/msd,cn_slope/msd
config_50,0.0011271428823529414,16.1734,0.375240136192103,9.41325,18.74133403658653,14349.023760179889,332.912660911968,8351.425668722304,16627.292182747486
config_51,3.316893088235292e-05,33.7753,0.4807908410035647,14.0592,30.67483631450583,1018281.2379391369,14495.216704719382,423866.5409466063,924806.3021176832
config_52,0.00014263895588235298,26.6511,0.4553533835786524,12.2363,26.87446821115701,186843.06706494352,3192.349388439318,85785.12037127055,188409.03626161403
config_53,8.533188235294121e-05,26.9108,0.4323845488468627,12.0633,23.562328683523113,315366.2998865328,5067.092591002234,141369.20067115105,276125.7344126895
config_54,0.001015631382352941,16.3132,0.384392239686173,9.55745,17.934959898373037,16062.126755286707,378.47613451608885,9410.35317150007,17658.926466827583
config_55,5.3259408823529425e-05,32.9182,0.4940096240977731,12.6957,29.09370232395933,618072.951374126,9275.537130624796,238374.78260538218,546264.0867899767
config_56,0.002815652279411764,12.2537,0.360578420098808,8.3585,14.08091322988308,4351.993351451763,128.0621271083014,2968.583891241793,5000.941818293278
config_57,6.640819117647057e-05,28.9882,0.47158920543191946,13.0156,28.79402579078629,436515.42808880116,7101.371036876105,195993.89426844715,433591.47841070016
config_58,0.0012252106323529413,16.521,0.38473158709158406,9.7812,19.26956111819529,13484.212072394803,314.0126088791205,7983.280377852917,15727.54970399603
config_59,0.0006350453382352941,21.2961,0.3888206334244023,13.3105,27.24084193534349,33534.771012065066,612.2722426478757,20959.92080973005,42895.90096203546
config_60,0.0038419454558823534,8.30401,0.3659157029790542,6.14155,9.814200275863389,2161.407572115798,95.24229512910064,1598.5521060942579,2554.487144224547
config_61,0.00018250855882352942,24.2831,0.5242379063463134,12.2709,24.25374599919685,133051.8423712925,2872.401764200044,67234.65507097088,132891.00607412172
config_62,4.095341176470589e-05,37.3494,0.4919819495228877,12.4057,26.489458234845706,911997.2766759358,12013.210336406777,302922.2588651667,646819.3269717915
config_63,0.000472877838235294,19.3136,0.38321707102665753,10.7684,22.24928658399677,40842.6837512101,810.3933829015198,22772.054702724028,47050.81267294662
config_64,3.370126176470589e-05,32.5832,0.4532864542086857,14.7302,32.504353208307506,966824.3351684597,13450.133035772453,437081.55803906446,964484.7553556033
config_65,5.5897194117647057e-05,32.7416,0.5781611232395044,12.237,26.213414950817036,585746.7537831794,10343.294191523215,218919.75425894788,468957.61700749333
config_66,0.0014141502205882355,11.3285,0.3623115398882379,7.02295,12.00383402463384,8010.817970447123,256.20442200088854,4966.198001990698,8488.372628220981
config_67,0.000497884455882353,20.3796,0.45448749289891277,10.7901,22.079831320307935,40932.388547626346,912.8372808776849,21671.89570294525,44347.29997982757
config_68,0.011082068529411765,3.6988,0.368710608886915,2.8256,3.576278108185129,333.76440419795273,33.27091940537622,254.97045001128348,322.70853574796996
config_69,0.000704546838235294,18.0929,0.3996319584543447,10.1522,17.098857694185902,25680.194726752296,567.2184399483198,14409.545893965847,24269.298741037685
config_70,7.652744117647058e-05,30.0203,0.5430473408232253,12.6921,26.865040017834808,392281.507632979,7096.112616270158,165850.31205645957,351051.0688039944
config_71,3.5137380882352946e-05,36.1021,0.511452729610363,12.2519,28.429528780992072,1027455.6353780929,14555.80116579577,348685.63599039544,809096.4114878079
config_72,0.00011072182352941176,29.7812,0.49975017622882895,11.4082,23.104042499704352,268973.17123836046,4513.565260204345,103034.79148326676,208667.46738114438
config_73,8.828713235294116e-05,32.6876,0.5484722102169362,12.3935,27.251856514660492,370241.94952132297,6212.368615896771,140377.19506456624,308673.02842861717
config_74,8.168516470588236e-05,33.0627,0.4505209285039404,13.279,29.989665760132684,404757.70746189205,5515.333538545185,162563.1783667536,367137.23805435444
config_75,0.0002473851323529412,22.3811,0.40302767055882244,12.0101,24.367990088313725,90470.67536811053,1629.1507364469585,48548.18834813947,98502.24165269652
config_76,0.0003321787794117647,29.8073,0.36242445006797963,15.2112,32.99054565618484,89732.7037349705,1091.052386638831,45792.208722473464,99315.63272827302
config_77,6.993379411764703e-05,31.4389,0.4997740791470239,12.4395,26.971682383691597,449552.3286940718,7146.388744564216,177875.3770898443,385674.51864999824
config_78,5.430985294117646e-05,33.4169,0.4056087351242509,14.7023,28.17526771734065,615300.8743403186,7468.418954541632,270711.46769489883,518787.4058111989
config_79,3.1626426470588226e-05,32.8087,0.49494333038533594,12.8896,29.870909118345832,1037382.4570572732,15649.676097475656,407557.90136413294,944492.0736184033
config_80,4.498640735294117e-05,34.9045,0.5258963050536443,12.4859,27.617886984914396,775889.9199519646,11690.115659330631,277548.28035148006,613916.2607104424
config_81,0.0003006595294117647,23.0855,0.5893121725715335,10.3725,21.080568047420613,76782.86480779901,1960.0648405341178,34499.155973182096,70114.41842094409
config_82,0.0007980471470588233,15.293,0.3766481720964113,9.02635,15.407127788434043,19163.028220026663,471.96230634309745,11310.547294437827,19306.03704958599
config_83,0.0001942039411764706,23.3671,0.4487903231849671,12.3214,20.663948644608734,120322.48088501263,2310.922839496636,63445.67430175737,106403.34341017144
config_84,2.5194245588235305e-05,35.4221,0.47391667731347215,12.3848,28.114531910192902,1405959.939381582,18810.51272814345,491572.56789555156,1115910.8460592784
config_85,0.0001552362205882353,26.3399,0.44798716674844574,12.601,27.86904260014945,169676.251458522,2885.841751692303,81173.06613270497,179526.67550488876
config_86,4.391311470588233e-05,33.4125,0.46231936455916084,13.4926,29.604839996162294,760877.4787164953,10528.047660833117,307256.72934770474,674168.5301634186
config_87,5.026483382352939e-05,34.0957,0.41317074624884553,15.7037,33.82424327987957,678321.1523130415,8219.87689642847,312419.2164870734,672920.6227684006
config_88,0.00010625444117647055,25.5288,0.40736797040623396,12.3124,23.93601811367517,240261.016079328,3833.891232176028,115876.56820434639,225270.7543200149
config_89,0.00013385054411764707,27.8902,0.6171487483868143,10.7528,23.188959078057227,208368.22281040627,4610.730217460868,80334.37645609342,173245.16109307288
config_90,0.0004671102794117647,19.334,0.4082475186355082,10.3663,15.90820552998074,41390.654096389066,873.9853020353506,22192.403928798904,34056.637653134196
config_91,5.102049264705883e-05,33.0965,0.471552688207889,12.0233,28.015706989333296,648690.3258451368,9242.417384518778,235656.28978090838,549106.9477344279
config_92,0.0003502344852941177,26.012,0.38441867718321926,14.3899,29.090706238578413,74270.24205841926,1097.603729285523,41086.47378888387,83060.65638895839
config_93,0.00035991007352941163,21.8632,0.41950699083804893,11.0287,22.6042272675036,60746.285275100396,1165.5883557917894,30642.932252071965,62805.20866181423
config_94,0.00031144169117647063,25.5106,0.5485483271395638,10.3716,18.900533217861767,81911.31991235257,1761.3195107804067,33301.89982215063,60687.22895276167
config_95,6.398654411764702e-05,37.2071,0.490821591013941,12.593,26.65548477503532,581483.1932724828,7670.700110190449,196807.0033106686,416579.53469132475
config_96,0.00017264995588235293,26.016,0.5694099977197157,11.468,21.617043936143325,150686.39819246644,3298.0604878215136,66423.41691540611,125207.35279465465
config_97,0.00025847705882352934,22.3273,0.4472503258329177,12.2997,24.737103221845842,86380.19985844691,1730.3289037278546,47585.267551335775,95703.28343427439
config_98,0.0031221675882352946,10.3109,0.3632292873743064,7.28895,11.095016172990793,3302.481275781838,116.33881817971537,2334.579997392083,3553.6260816998283
config_99,0.00010056402941176467,29.6965,0.41778395642120697,14.3664,28.86334879229249,295299.42439364805,4154.407484117097,142858.2375232403,287014.6409319977
config_100,3.6301733823529405e-05,33.4837,0.4334592789245383,13.8512,29.502169903205868,922371.9220346753,11940.456646827884,381557.5329634029,812693.1359979198
config_101,5.8237088235294097e-05,35.8793,0.5775026356096249,11.6125,26.39341955631747,616090.2113621754,9916.406419159437,199400.42251223582,453206.3733969783
config_102,3.246606911764706e-05,34.3278,0.4417284174760079,14.0126,32.54391514571164,1057343.8957333148,13605.84848985936,431607.5330592885,1002397.7657345114
config_103,3.5942844117647053e-05,34.4114,0.45853262776258025,13.2538,31.09012955862637,957392.238838018,12757.27169118072,368746.55652229564,864988.0197811581
config_104,4.6953225e-05,32.1436,0.4150670727419392,14.7243,31.97170439861159,684587.6933906031,8840.012006458326,313595.0725429403,680926.6966989294
config_105,0.00020406804411764702,25.3486,0.4149748150470379,13.3523,28.10498203534152,124216.41080357644,2033.5119927341555,65430.62662129638,137723.58213586226
config_106,0.000874133382352941,15.9288,0.38774897100384476,8.96045,11.755329311151206,18222.390680383112,443.5810127284292,10250.666752802399,13447.981221708866
config_107,0.005457846573529412,7.10439,0.36139169243431274,5.0244,7.876516466469506,1301.6837143162531,66.21506991183384,920.5828585157321,1443.1546142521956
config_108,6.405597058823528e-05,33.3901,0.5362627630335869,11.3874,25.743143062606492,521264.44566172146,8371.784208544623,177772.6556233221,401885.1455407431
config_109,0.00015806063235294118,24.2567,0.4580122990511935,11.0304,22.27671631386135,153464.52585256047,2897.700029622024,69785.87796213348,140937.7906581988
config_110,3.2821133823529396e-05,33.434,0.45232236632068645,13.8575,30.57249089126691,1018672.9130006849,13781.43633771779,422212.71435984306,931487.9569867132
config_111,0.0021952993676470586,11.954,0.3654772101089826,7.6879,15.357550388034614,5445.271007758912,166.48171793567468,3501.9825146854387,6995.65198913849
config_112,5.2610091176470575e-05,35.5328,0.5811817864089075,12.3731,24.80183621884532,675398.9435375043,11046.964059793081,235184.9183932562,471427.35669573856
config_113,0.0005638558823529411,19.0894,0.4131226651995732,10.9312,17.412993037540446,33855.10481923312,732.6742136228746,19386.514075874627,30881.992336192252
config_114,6.098494411764704e-05,31.908,0.5091003002800605,12.094,24.81502630308633,523211.10499741975,8347.966988343005,198311.24181518095,406904.14104857197
config_115,8.11221911764706e-05,27.5639,0.41680081687539194,13.6008,28.635252261923196,339782.4886169357,5137.938347457811,167658.19318678483,352989.1370861888
config_116,0.00017867214705882353,27.5098,0.5781765971793383,10.6995,17.713327563144784,153968.038403563,3235.9637844895183,59883.424339650686,99138.71778410484
config_117,0.0001432595294117647,25.5446,0.475464670741583,12.6724,26.755849785974732,178309.95330564195,3318.9043178759534,88457.64084269931,186764.8867467067
config_118,0.00016520992647058822,24.3277,0.3855734293944428,13.3158,28.080987871925764,147253.25844346877,2333.839362025775,80599.27320632618,169971.5535974464
config_119,0.0008938883970588236,17.7085,0.38009692047567284,10.794,18.48100044206596,19810.638619168327,425.21742280838674,12075.332933636553,20674.840956515727
config_120,3.9466410294117655e-05,32.8135,0.4270108664245282,13.91,32.106101552933545,831428.5427902407,10819.602371796474,352451.61382395204,813504.4792183407
config_121,0.00027516311764705885,22.6837,0.41112926842132946,11.366,25.036037110963512,82437.28372454157,1494.1292711644196,41306.407985167294,90986.16604234102
config_122,4.846227647058823e-05,31.3146,0.4638212514936824,12.9237,28.39877186367914,646164.4454322082,9570.768962435674,266675.46267339296,585997.4795223324
config_123,0.0025070630147058823,10.1478,0.36435641986607825,6.66475,11.235039007759203,4047.684458059183,145.33197519521582,2658.3895023404025,4481.354853012041
config_124,6.40910882352941e-05,33.5966,0.5354453773937006,12.0105,24.774453478226587,524200.80427810247,8354.443529308619,187397.34853473713,386550.67592663574
config_125,0.00012182960294117647,29.1239,0.47342611439513893,12.5768,26.57251873664623,239054.3783850467,3885.969443926739,103232.70942672704,218112.16728233415
config_126,6.996704411764705e-05,26.6218,0.460984243721872,13.6456,26.42100135695714,380490.5628889568,6588.591093640367,195028.96216475026,377620.65969988937
config_127,5.1399799999999995e-05,32.1202,0.5200759097079714,11.9766,27.00362033552194,624909.0463387017,10118.247730691002,233008.68874976167,525364.3075560983
config_128,0.0005394653529411764,19.8048,0.4478822539408477,9.6172,16.573585796069267,36711.903539353945,830.2335849725737,17827.280190593934,30722.243246410042
config_129,6.872082352941177e-05,32.2958,0.5070248342277238,11.9724,25.42758017050413,469956.53342509415,7378.037808448595,174217.93548320828,370012.7394372886
config_130,0.0001257755147058824,31.1637,0.6138295469505518,11.1963,21.309861641195756,247772.39093693413,4880.358060040152,89018.12110395094,169427.74347636293
config_131,6.74417955882353e-05,33.7008,0.5092743622985283,13.0015,25.798650578871708,499701.9979384838,7551.316774065358,192781.04751807664,382532.0834632713
config_132,0.00013767741176470583,26.1029,0.4384611434191337,13.6296,29.97193814180924,189594.64494154288,3184.6992022807262,98996.63151202559,217696.84480292263
config_133,0.0002678068088235294,23.7582,0.5818450219308007,11.0636,23.609255415560494,88713.95056895436,2172.629682146005,41311.869734015345,88157.78627614262
config_134,0.000663896338235294,19.6256,0.4342609298121252,9.86825,17.14678418947524,29561.241521781696,654.1095421108004,14864.142836260917,25827.50228002942
config_135,6.167305441176468e-05,33.6026,0.5549266386454618,12.4044,25.1428682531622,544850.5886484846,8997.878310687409,201131.59820464076,407679.9583379476
config_136,8.845160294117646e-05,30.2505,0.5632264014136873,11.486,26.36414112312738,342000.58556448866,6367.622323229725,129856.32388865366,298062.8982005051
config_137,5.4943538235294115e-05,33.7136,0.45994244968167897,13.5079,30.4024614672329,613604.4580096477,8371.183663345246,245850.56648796092,553340.0731681173
config_138,0.00039330238235294113,21.2295,0.413912276939438,12.1806,21.98505468826122,53977.5525207704,1052.4021605544256,30970.064119950817,55898.60543619159
config_139,4.1930380882352954e-05,31.2825,0.4821313511177106,13.2021,28.97665549953849,746058.0930035319,11498.377571872308,314857.62166201323,691065.8784817707
config_140,0.00010939954411764703,30.4957,0.5337354453827805,11.904,21.747550170929546,278755.2749507372,4878.772116351851,108812.15361554499,198790.13524537612
config_141,0.0003908803823529411,22.1264,0.4590204705584234,10.4542,22.381732004303487,56606.57581945674,1174.3246560374982,26745.26651112538,57259.79868719569
config_142,9.871685294117648e-05,29.2367,0.46312673301078505,12.4235,28.26614987391638,296167.26150520216,4691.465734698346,125849.83850126312,286335.6056413149
config_143,0.0006179064264705882,19.4931,0.3955322751717689,11.2192,22.84661450598426,31547.009652161065,640.1167850462483,18156.794490846787,36974.23028350998
config_144,9.923136764705887e-05,27.2797,0.46840013255276036,12.2991,26.82649753417643,274910.04756708647,4720.282947411773,123943.67115592741,270342.9184770643
config_145,3.857323529411765e-05,33.5604,0.3932861817863501,16.2636,35.4502182355975,870043.6907639402,10195.830834193095,421629.1393758244,919036.6834747613
config_146,4.21331588235294e-05,32.8449,0.42879937010162567,14.768,33.43756673670737,779549.9059913273,10177.2423923307,350507.78086338885,793616.4216112382
config_147,0.0018986098823529412,10.2069,0.35954724618625833,7.2322,11.394059641099016,5375.98592257964,189.373946447952,3809.208024893011,6001.264265504819
config_148,0.0002035177794117647,23.8823,0.4029700094981985,14.4525,30.37800303055836,117347.48712878027,1980.0236159362503,71013.45170811424,149264.61520148793
config_149,0.003126926029411765,10.3645,0.36162837746669146,7.4284,12.021341377993739,3314.5971163090676,115.64980241464833,2375.6238331603336,3844.459787318725
config_150,0.00020191404411764696,23.6527,0.4840785899953895,11.3272,25.494398218269055,117142.42118898153,2397.4488357696255,56099.11905583006,126263.6203919254
config_151,0.00041741051470588246,22.8693,0.37136317862674106,14.2127,26.657503807089732,54788.50961891619,889.683334614636,34049.69328579232,63863.9968757693
config_152,9.343202941176469e-05,27.0336,0.44227468741467274,13.0722,27.269192050895718,289339.7496575838,4733.651727348468,139911.33535577456,291861.2837865005
config_153,0.0021888111176470585,11.5655,0.37251756905236677,7.76375,13.01286487378585,5283.918702145826,170.1917383592322,3547.0168884859845,5945.174880039214
config_154,0.0004302116323529413,20.8457,0.39421018959770054,11.5243,21.830691658638152,48454.52431397392,916.3169006882977,26787.513710334966,50744.075745326365
config_155,3.497691764705884e-05,35.0257,0.5913374205240968,11.8918,26.625591538859755,1001394.7013122599,16906.504640891977,339989.9362201221,761233.2169326722
config_156,7.630070588235292e-05,32.8574,0.5842726700886376,11.9643,25.96374868782269,430630.35420225863,7657.500193897552,156804.57817058207,340281.89369382587
config_157,0.0007193661029411765,16.4388,0.38714754617769565,9.80455,16.293095424805717,22851.785666281557,538.1787445847351,13629.430077276984,22649.239876872576
config_158,3.234611764705883e-05,32.6982,0.4873892230745606,13.772,29.961423685420623,1010884.8411665005,15067.935768757647,425769.7987211848,926275.7284302699
config_159,0.000544194132352941,21.1449,0.3870853947418124,11.5156,21.925386498406333,38855.43548324465,711.3001991920879,21160.830878881057,40289.641499086334
config_160,2.8170867647058827e-05,33.3269,0.4251839429022366,15.7535,34.63669568086288,1183027.10507674,15093.036829010405,559212.4529982214,1229521.7923285766
config_161,7.336569117647058e-05,30.697,0.48047984276005584,12.6075,26.077283305197028,418410.8335620092,6549.108105644789,171844.6292514914,355442.4811792734
config_162,3.515564558823529e-05,38.5726,0.5485291435985199,11.9523,24.72956472464374,1097195.0409270306,15602.874998321273,339982.3783637128,703430.8234384807
config_163,0.0006971202941176471,19.3486,0.4200723883444678,10.1799,21.538560825704,27755.03763592156,602.5823547084626,14602.788192939946,30896.476558562386
config_164,0.00010833173529411763,27.9685,0.5377363660818795,12.3661,26.122690567177994,258174.57759784153,4963.793523863901,114150.29923065835,241136.08534244946
config_165,3.232554264705883e-05,33.7412,0.5222246337034019,12.7074,28.480954756991594,1043793.7691687898,16155.16990403615,393107.08991782984,881066.5629949744
config_166,0.00016239777941176467,26.4825,0.5627498975487122,10.8813,23.96953125625026,163071.81105508094,3465.256111180204,67003.99500174273,147597.65400162744
config_167,0.0001295554411764706,27.8268,0.4875552690716446,11.4649,25.615796296571226,214786.81055237533,3763.2944216332353,88494.16046048874,197720.7291639672
config_168,0.0017079895,15.8615,0.36687206829119784,10.0093,16.936058647774395,9286.649595913792,214.79761338766886,5860.281927962672,9915.786161316797
config_169,2.5796480882352935e-05,34.6321,0.47560577035619717,13.3337,26.99862990046199,1342512.575957266,18436.84696859382,516880.5799833506,1046601.2795928079
config_170,0.005121773691176471,7.06499,0.3687300183864228,5.18605,7.523039768004425,1379.4030009899116,71.99264173300979,1012.5496190771297,1468.8348649540553
config_171,5.980951470588236e-05,28.0979,0.40537194850660757,13.633,26.95286505129567,469789.80080633436,6777.716731193249,227940.32131912903,450645.10527862236
config_172,0.00044525001470588235,18.2203,0.3640893554590575,11.6068,19.291859909881307,40921.503421029054,817.7189072066917,26068.05079538756,43328.151089730745
config_173,0.00031090123529411767,22.1607,0.39180271762700375,11.5931,25.812709224205523,71278.90623861823,1260.216020873484,37288.690696364516,83025.43153225583
config_174,0.0009130495735294117,18.1158,0.3732760337351465,10.6672,22.52423294866097,19840.981831876892,408.823402974978,11683.045816193442,24669.233305255366
config_175,3.1057757352941175e-05,36.2359,0.47098908151261404,14.2486,29.735474532404332,1166726.225213697,15164.941761901275,458777.4911780826,957425.0385979133
config_176,6.240598529411765e-05,35.2769,0.5931912359347553,12.0087,24.70568336850371,565280.7152028922,9505.358070048276,192428.65797893156,395886.4402519489
config_177,7.003195588235293e-05,29.2766,0.4733597055620659,13.1807,29.759206392226588,418046.29945195187,6759.195849924075,188209.79414229598,424937.53054989985
config_178,4.026165588235294e-05,34.1563,0.4709311242505944,13.0407,28.764762278318273,848358.0531264495,11696.764922602399,323898.74967154197,714445.5847114361
config_179,0.00010992454411764706,29.0462,0.5838068097790675,12.1901,25.674088869117238,264237.6207529523,5310.977766296184,110895.16083827021,233561.02201924505
config_180,0.002384990882352941,11.1601,0.3632962184300017,7.49395,13.21656368392866,4679.305100315465,152.32604079038973,3142.129412506078,5541.5573207096295
config_181,6.665845735294115e-05,36.6207,0.6276483785790331,11.823,22.626765608779664,549378.150263842,9415.885148013249,177366.84090062187,339443.283077737
config_182,0.0001178873970588235,27.5613,0.44140170226132197,12.8999,28.820997240547285,233793.4392278375,3744.2654030360104,109425.6071627674,244479.03643309872
config_183,0.0012663729264705884,17.5381,0.36538223166138334,10.9933,17.983501093909414,13849.080024854215,288.526565930079,8680.934162607684,14200.794029946503
config_184,0.00024644188235294117,25.6051,0.4241707499398399,13.5596,28.40460794876302,103899.14147518852,1721.1796383390902,55021.49176324116,115258.84998753347
config_185,0.0001227208088235294,28.4559,0.4834707495281624,12.9457,23.683349616442335,231875.1014827415,3939.5987865707903,105489.03746727838,192985.60564817186
config_186,2.970201764705882e-05,37.0391,0.4983498237991089,12.6579,28.767168530317193,1247023.028540545,16778.3155245838,426162.9681326858,968525.7369431871
config_187,0.0006505346029411764,18.3848,0.3927352586331998,10.8924,18.785691910500212,28261.06392631418,603.7115579364689,16743.767281177094,28877.31386703634
config_188,0.0010075939558823529,18.899,0.39730958767947633,10.8804,18.836856451756457,18756.563484394956,394.3151756319848,10798.397446193494,18694.888294820077
