config,msd,rdf,psi6,cn_at_1.5,cn_slope,rdf/msd,psi6/msd,cn_1.5/msd,cn_slope/msd
config_189,7.189491176470586e-05,29.4071,0.4198177244914088,13.4361,30.64457172515038,409028.9462520256,5839.324566742187,186885.27004488173,426241.17580730096
config_190,9.536586764705883e-05,29.0091,0.5219673897084269,12.1778,27.62957469120766,304187.4489870975,5473.31453681295,127695.5822922833,289721.8404540965
config_191,0.0011259878970588234,15.6735,0.3929397389068237,8.7446,15.796998241253657,13919.776616552026,348.97332372152124,7766.158075803161,14029.456517709263
config_192,3.254174852941177e-05,34.5541,0.4695018279590878,13.3892,29.070689328951502,1061839.0701645743,14427.676728395349,411446.8522765032,893335.196868015
config_193,0.00011369716176470583,28.0085,0.5302232144986873,12.2769,24.279358557043135,246343.00069832063,4663.469221826085,107978.94872175276,213544.10418167533
config_194,2.607631470588235e-05,38.7402,0.4075421206882833,15.3445,33.699649888877,1485647.0493225371,15628.823523760782,588445.8817540868,1292347.1076714287
config_195,0.0008691172647058823,15.0974,0.36091822038395177,9.7089,15.703637545391713,17370.95857267213,415.2698778870651,11170.989686052993,18068.491080666747
config_196,2.1868125e-05,40.2408,0.48664296111458405,12.4339,27.856661979800922,1840157.7638686444,22253.52933159949,568585.5554602875,1273847.7569430815
config_197,0.006120130235294117,5.72302,0.36342086980015836,4.1691,6.2401153242297625,935.1140874414688,59.381231416343105,681.2109938375592,1019.6049894892276
config_198,8.87586323529412e-05,28.0077,0.4516894143835817,12.6604,28.190786441244747,315549.0261344919,5088.963207403612,142638.52049518956,317611.7713164672
config_199,4.5231489705882346e-05,37.6835,0.6175390806126018,12.0476,26.11800523384517,833125.3346957368,13652.85743689072,266354.2606785558,577429.6934210534
config_200,4.646255882352941e-05,30.1158,0.44764634087255956,13.5748,30.95023622296035,648173.5135248052,9634.560648559545,292166.43128844415,666132.839142872
config_201,7.029114705882354e-05,30.9803,0.55244274280785,11.9244,25.961767537844505,440742.5585767431,7859.350230058632,169642.9849127515,369346.19257412676
config_202,2.7773901470588237e-05,38.7571,0.4059750904486964,14.9917,33.60447562041456,1395450.330989424,14617.143035472072,539776.5242263777,1209929.9645028529
config_203,0.0007220598823529411,17.6379,0.4130199106142171,10.336,15.053239613954792,24427.19839596162,572.002296081496,14314.602227059873,20847.633252939548
config_204,0.000248471705882353,24.9604,0.40757873562958047,15.4872,29.95134410266046,100455.7034426218,1640.3426465891528,62329.83327016283,120542.27259518192
config_205,0.001063609970588235,17.7155,0.3623062507118336,11.1456,21.93932360838401,16656.01159248474,340.63826095148227,10479.029257158869,20627.22634712643
config_206,0.0003810690294117647,28.9679,0.3802744219629078,13.7777,28.86135892040499,76017.46078582181,997.9147939414455,36155.3916393255,75737.87606134427
config_207,9.495774999999999e-05,28.0901,0.4796626930167692,12.3347,25.72020120459312,295816.82379795227,5051.3274905604785,129896.71722423921,270859.421211993
config_208,0.0017810907647058823,12.2587,0.3618401657077851,8.131,14.472047601298732,6882.692473016287,203.1564998696386,4565.180035248063,8125.384673300774
config_209,0.0010337963235294118,17.4277,0.40879459040748695,9.39375,15.777985020588464,16857.962834014837,395.43049351525053,9086.654485217605,15262.179465604933
config_210,0.00017115129411764701,25.9804,0.5140960681630108,12.2989,25.207366360263485,151797.85892907964,3003.7521528153234,71859.81305841549,147281.1905409041
config_211,0.00018957160294117648,26.2747,0.5764429415435034,11.1227,22.59481330562156,138600.40001957974,3040.7662993827826,58672.81717004493,119188.80758017678
config_212,0.00035424251470588235,30.0839,0.3931441762300705,14.3006,28.37108036792412,84924.58909111409,1109.8164672766256,40369.51920317466,80089.42797698868
config_213,0.00046071580882352947,19.5126,0.41961003182143447,10.9953,17.463644000679675,42352.790215353816,910.7784534091385,23865.688542525335,37905.45856300076
config_214,0.0013058114117647057,15.1669,0.36514820994801866,10.5134,18.377568461863625,11614.923765678443,279.633189492921,8051.239179930227,14073.67732912345
config_215,9.406439705882354e-05,26.9349,0.39777503833093086,14.0543,30.225124997684407,286345.32131382456,4228.75233104594,149411.47170922798,321323.75205448887
config_216,0.0001502089705882353,26.1349,0.4172269937429037,12.1273,26.40886368931706,173990.27433350202,2777.6436527658475,80736.19007245787,175814.15800865262
config_217,0.0004407948529411764,20.7266,0.47238013174491816,10.665,18.07106704624876,47020.966469329316,1071.6552804393948,24194.928613250464,40996.547318260826
config_218,8.300841176470587e-05,27.1111,0.465022219615233,12.2915,25.68795295870759,326606.6585739362,5602.109590210887,148075.35451757902,309462.04622637754
config_219,2.630075e-05,38.9196,0.4638126287069174,13.4282,28.40922733620355,1479790.500270905,17634.95826951389,510563.3869756566,1080167.9547618814
config_220,0.001027477,18.734,0.37891454172616096,11.3349,17.047250485108908,18233.0115418642,368.78153158285875,11031.779786798148,16591.369427353515
config_221,0.0006684591176470587,18.5702,0.42311724158121217,10.3559,17.66438153960686,27780.60693579308,632.9740000713325,15492.196495804006,26425.522628496063
config_222,0.00023332319117647064,25.9196,0.5304104054066371,11.0763,21.74472214926262,111088.8286299671,2273.286263282199,47471.920575707365,93195.71723505322
config_223,5.9444485294117644e-05,34.7922,0.5342703066461112,12.2784,26.046706208459568,585288.9435892361,8987.718608423718,206552.38142359717,438168.58838269784
config_224,0.00010418654411764705,29.3311,0.550943289626419,12.105,25.609460751720412,281524.83843671245,5288.046496717426,116185.82901004069,245803.91804533132
config_225,0.0010633190588235295,17.7925,0.39727680120289693,9.62665,19.342526141743434,16732.983249341796,373.6195621683386,9053.397397626875,18190.70765377258
config_226,0.00213025044117647,9.98254,0.3650193621957701,6.7909,12.679482441191462,4686.087516774299,171.3504455345548,3187.8411424008905,5952.108820683537
config_227,8.627526470588235e-05,30.2717,0.572850141765656,13.1637,27.17007541466872,350873.45258456265,6639.7958177066985,152577.91494324425,314923.118547282
config_228,2.9635374999999996e-05,37.9225,0.4963016744227136,12.7428,28.357617074716913,1279636.2455342645,16746.93417656141,429986.1230033365,956884.0304776612
config_229,0.00025921225,23.9998,0.4741277442987146,11.1747,23.934381512749788,92587.44523069415,1829.1100991512346,43110.23109440236,92335.0710190193
config_230,7.009163235294117e-05,30.7731,0.48606111662268103,12.7843,27.592167345756977,439040.9948657545,6934.652544188964,182394.09713880843,393658.50700720854
config_231,0.0003741126764705882,21.7363,0.4217163751087397,12.0874,20.29856493710701,58100.9448946295,1127.24428128779,32309.517319844897,54257.89130859037
config_232,9.385111764705884e-05,29.4952,0.567911446868196,11.4335,20.11234429454722,314276.4917400463,6051.195351811492,121825.93331490614,214300.5304442159
config_233,0.0005803028235294119,19.9846,0.49421645713508694,10.0094,18.799750563078668,34438.22637024806,851.6526839026111,17248.58055854813,32396.448545154853
config_234,0.0001062326911764706,30.1606,0.575996389847388,11.9135,24.247231829998658,283910.72151131055,5422.025776326798,112145.3280347539,228246.42359591433
config_235,0.00016649508823529406,25.9407,0.45879724011502165,11.8038,25.12671611981,155804.59624935064,2755.620270711173,70895.7851256167,150915.65995208482
config_236,0.00020147766176470587,25.916,0.422034234885113,11.7012,20.85142396817716,128629.6444628477,2094.6949214547785,58076.909854478836,103492.48539785187
config_237,6.312711764705881e-05,30.8767,0.46722820167598,12.5545,28.08242376889196,489119.43315122346,7401.386584577395,198876.49663004905,444855.1560028397
config_238,8.261995588235294e-05,26.7791,0.4131671762394479,14.3045,28.511929663311516,324123.87193878705,5000.815745142482,173136.13699296763,345097.3721640714
config_239,0.00018821172058823524,23.6917,0.45291480135580175,12.6597,25.28103802796999,125877.92049269924,2406.411247611285,67263.07989977185,134322.33629742535
config_240,0.0001749547058823529,25.2052,0.4514173439236001,12.0487,25.276858816142536,144067.00221569955,2580.195494867984,68867.53882517494,144476.58717531033
config_241,0.0002892915147058824,23.2209,0.42901025676010157,11.5781,23.772654017916373,80268.1683339668,1482.9686836693731,40022.25924867257,82175.42793152994
config_242,5.638432352941177e-05,32.5123,0.41863904263850227,14.1714,34.08579913334259,576619.4921721567,7424.741779869496,251335.81664073293,604526.1696819401
config_243,0.00011070477941176462,25.8364,0.41345378238054153,13.27,30.679875299605165,233381.07114510325,3734.741937768621,119868.35681811397,277132.34661253303
config_244,5.638128235294116e-05,32.7691,0.5020768319873421,12.4827,27.191042731046213,581205.2977949088,8905.026828662598,221397.94412371737,482270.7394420904
config_245,6.276092205882354e-05,33.3532,0.5542535933972592,12.4565,26.29492428997264,531432.6001893225,8831.18946018316,198475.41418089703,418969.6936786136
config_246,0.0006778010735294116,16.5447,0.3994084455991843,9.0401,15.208369666341389,24409.374145498576,589.2708955437394,13337.394042365331,22437.80699128895
config_247,5.271740147058823e-05,34.4249,0.5211188677590599,12.9294,28.83929879369097,653008.2864423075,9885.139502746533,245258.67435278447,547054.63450775
config_248,0.00023703047058823524,22.8461,0.45018161072541335,11.4416,23.57153740237792,96384.65444254129,1899.2562838364363,48270.58720174473,99445.17826708424
config_249,2.0496497058823526e-05,36.7509,0.4920516545878253,14.2958,29.730889159087965,1793033.214140322,24006.621871809177,697475.2787743215,1450535.136504661
config_250,0.0008518138676470588,19.019,0.37324577699735517,11.0369,21.281772914986956,22327.647767153216,438.1776244478871,12956.938621446625,24984.064856531382
config_251,0.00013745926470588234,27.6422,0.48642374526515525,13.0032,26.428872178658615,201093.75718795837,3538.675594591185,94596.75219289566,192266.93984729017
config_252,0.0010496066764705885,17.9598,0.36875980447031637,10.544,22.32463038225994,17110.981096644406,351.3314203662552,10045.667807159245,21269.52017619479
config_253,0.0014694348088235294,13.3554,0.3774326492407885,8.3175,12.85243776220001,9088.800618989491,256.8556610843945,5660.339574138185,8746.517834629241
config_254,3.3881414705882376e-05,33.5368,0.42300140129257097,14.1114,33.00693504482419,989828.7982106442,12484.76207279299,416493.82478559925,974189.9897436585
config_255,7.870416176470589e-05,29.7125,0.4612291447280364,13.7317,28.83383790304838,377521.33221148513,5860.289143373738,174472.3492647354,366357.2199555352
config_256,6.282680882352939e-05,33.2519,0.6165414368411841,11.5433,24.10170207487366,529262.9153487541,9813.34956185586,183732.07578349733,383621.29998630914
