epoch,train_loss,val_loss,pred_b_norm,target_b_norm,pred_eta_norm,target_eta_norm
0,11.24352949173724,9.93529943057469,64.78040313720703,568.0487060546875,61.214935302734375,56.770240783691406
1,7.938053076384498,6.242180330412729,54.8006591796875,568.070556640625,48.08451843261719,56.70675277709961
2,4.163698589215513,2.970882543495723,45.06745147705078,568.2088623046875,40.36146926879883,56.70927047729492
3,0.5763100385665894,-0.20146852731704712,36.2989616394043,567.9387817382812,32.66346740722656,56.732547760009766
4,-2.9209781406355684,-3.439992142575128,36.02260971069336,568.0647583007812,31.545820236206055,56.7269287109375
5,-7.760703538284927,-9.388949070658002,42.53732681274414,568.0975341796875,33.54521560668945,56.76506805419922
6,-16.978203730505022,-22.250257321766444,55.017295837402344,568.0343017578125,35.23743438720703,56.72320556640625
7,-36.355563898555566,-51.73741613115583,80.05302429199219,568.0980224609375,33.02883529663086,56.68263626098633
8,-75.32723458086858,-105.63484409877232,123.94386291503906,568.0028076171875,27.23578643798828,56.687171936035156
9,-124.64128925761239,-154.2652884892055,163.69691467285156,568.0739135742188,23.04815673828125,56.78034973144531
10,-161.2340606314237,-185.007871900286,190.38351440429688,568.0591430664062,20.701107025146484,56.728153228759766
11,-184.33139613417327,-204.02015577043807,205.18875122070312,567.9893798828125,19.51655387878418,56.77458190917969
12,-197.33595601066213,-213.5863778250558,213.82508850097656,567.9933471679688,18.910552978515625,56.689937591552734
13,-207.6553632392258,-229.65078789847237,234.86453247070312,567.8924560546875,17.64967918395996,56.74470138549805
14,-228.52455289246606,-253.91964830671037,254.51397705078125,568.1506958007812,17.113197326660156,56.73289108276367
15,-249.97760897777118,-274.71049662998746,274.18487548828125,568.0735473632812,16.336502075195312,56.687904357910156
16,-268.45728276987546,-292.6634259905134,292.2815856933594,568.0426635742188,15.487720489501953,56.72770690917969
17,-283.5682674470495,-307.30446188790455,300.61004638671875,568.1148071289062,15.649113655090332,56.68694305419922
18,-295.7071040419282,-318.29645919799805,314.93035888671875,568.1509399414062,14.693490028381348,56.696990966796875
19,-304.5583579892018,-326.4698066711426,320.6758117675781,568.1224365234375,14.791561126708984,56.65745544433594
20,-311.9203272334865,-334.6380637032645,329.5430908203125,567.9531860351562,14.263311386108398,56.688140869140625
21,-318.20640138719904,-340.15231432233537,336.9466247558594,567.9186401367188,13.764663696289062,56.76456069946289
22,-322.2890017149878,-343.71843229021346,341.623779296875,567.9684448242188,13.51358699798584,56.754180908203125
23,-324.71551513671875,-345.132143838065,349.47509765625,568.0953369140625,13.975411415100098,56.6812858581543
24,-332.329653005131,-356.6905768258231,363.7219543457031,567.9219360351562,13.620481491088867,56.6651725769043
25,-342.5743504508597,-367.81699970790316,378.2748107910156,567.9388427734375,13.226907730102539,56.733726501464844
26,-351.90247407506723,-375.8584420340402,383.36248779296875,568.302490234375,13.613991737365723,56.76271057128906
27,-360.2206205774526,-384.84327806745256,391.9525451660156,568.0278930664062,13.387073516845703,56.7354736328125
28,-367.7070019831423,-391.26659447806225,393.1830749511719,567.993408203125,13.8229341506958,56.706764221191406
29,-375.36669834324573,-399.32565416608537,407.09130859375,568.0125732421875,13.110566139221191,56.58146667480469
30,-381.2759455696481,-405.5440183367048,418.9949951171875,568.0624389648438,12.6222505569458,56.769020080566406
31,-387.32771338791144,-410.6577464512416,421.5495910644531,568.140625,12.806102752685547,56.690093994140625
32,-392.14520326207895,-416.6115815298898,434.3150939941406,568.0751342773438,12.14571475982666,56.742923736572266
33,-396.68446137475183,-420.1690477643694,441.5813293457031,567.99462890625,11.872488021850586,56.721153259277344
34,-401.44386166431866,-424.66517748151506,442.1271667480469,568.037841796875,12.033370018005371,56.801971435546875
35,-404.4261299508517,-428.9272608075823,437.57666015625,568.1469116210938,12.55824089050293,56.69621276855469
36,-408.15315534247725,-432.01707349504744,441.5638122558594,568.1594848632812,12.494833946228027,56.71514129638672
37,-411.2717806706663,-435.61546216692244,445.19964599609375,568.1160278320312,12.301881790161133,56.76430892944336
38,-413.49867498679237,-437.4858823503767,448.6771240234375,567.9814453125,12.172188758850098,56.696311950683594
39,-416.34850398829724,-439.4994583129883,455.83599853515625,567.9390258789062,11.804640769958496,56.678428649902344
40,-418.1367637759349,-441.5519790649414,454.46002197265625,567.8690795898438,11.96242618560791,56.713260650634766
41,-420.86262612264665,-444.33308955601285,451.11962890625,567.9906616210938,12.197059631347656,56.754207611083984
42,-421.22119590884347,-444.07101821899414,459.6292724609375,568.0182495117188,11.911153793334961,56.714439392089844
43,-421.02174277383773,-441.9580078125,459.42413330078125,568.0822143554688,12.441083908081055,56.771324157714844
44,-420.80760893274527,-446.5474166870117,457.3283996582031,568.253173828125,12.796886444091797,56.66740417480469
45,-426.3327391577549,-450.1494456699916,477.7964782714844,567.9298095703125,12.120569229125977,56.66011047363281
46,-431.35525800361006,-455.5858677455357,473.26165771484375,568.019775390625,12.191834449768066,56.73276901245117
47,-437.05327643722785,-460.32849884033203,476.0623779296875,568.0202026367188,12.184468269348145,56.63542175292969
48,-443.0509551001377,-467.3106482369559,477.5158996582031,568.1214599609375,12.141341209411621,56.67646408081055
49,-447.44455031097914,-471.2408131190709,485.352294921875,567.9921875,11.7047758102417,56.78285217285156
