epoch,train_loss,val_loss,pred_b_norm,target_b_norm,pred_eta_norm,target_eta_norm
0,9.656117046811453,6.2437776156834195,97.49481964111328,1087.4334716796875,87.92769622802734,108.6041259765625
1,2.855778132446509,-0.25240534969738554,67.22349548339844,1087.57861328125,59.90285110473633,108.54180908203125
2,-4.084810063672164,-9.01442541394915,72.68865203857422,1087.5177001953125,58.963966369628906,108.61392211914062
3,-23.634272532207977,-51.081823689596995,134.1937255859375,1087.3582763671875,58.29547882080078,108.54307556152344
4,-98.54451028015387,-159.5361682346889,284.11346435546875,1087.496826171875,40.46865463256836,108.57827758789062
5,-182.0974777284473,-225.6991811479841,386.4275207519531,1087.4383544921875,33.212032318115234,108.54924011230469
6,-230.21117278675973,-264.2484681265695,447.56024169921875,1087.3515625,29.892242431640625,108.52916717529297
7,-258.146836269049,-286.8173408508301,479.2691650390625,1087.40625,28.64674186706543,108.59803771972656
8,-273.9801248307091,-299.5129269191197,500.501708984375,1087.3828125,27.453113555908203,108.5623779296875
9,-287.70852309489936,-322.57815497262135,551.3860473632812,1087.4945068359375,26.985231399536133,108.54540252685547
10,-314.41419147758324,-348.362612588065,601.4915771484375,1087.500244140625,25.675405502319336,108.5207748413086
11,-336.35391806771236,-367.5457534790039,641.2137451171875,1087.6378173828125,24.638975143432617,108.52973937988281
12,-353.8642406699098,-383.5764912196568,671.5303344726562,1087.5966796875,23.898508071899414,108.58802032470703
13,-367.41595603409127,-399.291196005685,700.238525390625,1087.248291015625,22.874868392944336,108.58003234863281
14,-378.97120365095725,-408.6517688206264,714.5772094726562,1087.347900390625,22.915071487426758,108.56954956054688
15,-386.9921861813392,-416.334657396589,729.3349609375,1087.332275390625,22.53374671936035,108.57977294921875
16,-394.1264951101546,-422.60281154087613,745.5405883789062,1087.2581787109375,21.77290153503418,108.58918762207031
17,-399.17167487752783,-428.129027230399,756.0525512695312,1087.27880859375,21.369340896606445,108.62211608886719
18,-403.3582772462947,-431.0710917881557,753.9030151367188,1087.689697265625,22.26048469543457,108.55160522460938
19,-404.7080704802839,-433.7575432913644,784.03369140625,1087.113037109375,22.094511032104492,108.53731536865234
20,-414.5694413675693,-444.8745433262416,803.0516967773438,1087.3958740234375,21.87040901184082,108.58296203613281
21,-425.3364839279112,-456.94342258998324,807.4805908203125,1087.359130859375,21.535791397094727,108.54991149902344
22,-436.0875531734263,-467.3899623325893,816.75830078125,1087.3731689453125,21.068754196166992,108.50375366210938
23,-445.79794801311726,-477.19909014020647,826.3597412109375,1087.3975830078125,20.46070098876953,108.52234649658203
24,-454.62703237023374,-486.9083251953125,838.5475463867188,1087.4417724609375,20.572404861450195,108.46492767333984
25,-462.79512633021477,-493.9429473876953,841.1126098632812,1087.5809326171875,20.080596923828125,108.62198638916016
26,-470.24103938601144,-501.3536071777344,863.164306640625,1087.5382080078125,19.992401123046875,108.55485534667969
27,-476.38865127877443,-507.70460510253906,883.77685546875,1087.370849609375,19.439157485961914,108.5927505493164
28,-482.5202372986593,-513.4239730834961,887.5772094726562,1087.2635498046875,19.227182388305664,108.64739990234375
29,-487.5654939879115,-518.2162671770368,882.7462768554688,1087.3614501953125,18.822616577148438,108.55689239501953
30,-491.35038575223444,-523.2468555995396,902.7884521484375,1087.3927001953125,18.80316162109375,108.53843688964844
31,-495.9051213519563,-526.5620509556362,918.9700927734375,1087.3946533203125,18.999378204345703,108.55862426757812
32,-498.9488787866914,-529.9755194527762,936.6007080078125,1087.353515625,18.99224853515625,108.5908203125
33,-502.6446531947258,-534.4987378801618,945.6520385742188,1087.328369140625,18.514751434326172,108.67961120605469
34,-505.3745726283195,-536.5986938476562,946.633056640625,1087.28759765625,18.186098098754883,108.58790588378906
35,-507.57943964200746,-538.1370664324079,940.74267578125,1087.342529296875,18.370668411254883,108.5635986328125
36,-510.1761030032311,-540.6208016531808,939.23193359375,1087.373291015625,18.062366485595703,108.56510162353516
37,-512.2677692680202,-543.1009859357562,936.0238647460938,1087.6319580078125,18.201135635375977,108.51612091064453
38,-513.559000525455,-544.8072346278599,937.4508666992188,1087.464111328125,17.929903030395508,108.59782409667969
39,-511.37114938492635,-540.2996553693499,931.0313720703125,1087.648193359375,19.312252044677734,108.61048126220703
40,-514.0401009767635,-545.3368813650949,943.2762451171875,1087.462646484375,19.507768630981445,108.59320831298828
41,-518.6554464960294,-551.8667101178851,918.6586303710938,1087.4969482421875,19.0213623046875,108.4381332397461
42,-523.3909590607317,-554.5462646484375,943.7106323242188,1087.2353515625,18.772241592407227,108.51505279541016
43,-528.3541273580166,-559.2274911063058,949.8554077148438,1087.6524658203125,19.151384353637695,108.60785675048828
44,-531.9226665732301,-563.107780456543,961.7528076171875,1087.4412841796875,18.680370330810547,108.53907012939453
45,-536.930577156475,-567.479731968471,954.6170043945312,1087.60009765625,19.08546257019043,108.52266693115234
46,-540.2817181873714,-572.8710174560547,973.3628540039062,1087.4254150390625,18.7856388092041,108.61190032958984
47,-544.0601412298257,-576.4397517613003,999.85205078125,1087.303466796875,18.89468765258789,108.5921630859375
48,-547.6590652779787,-578.5909979684012,1004.0836791992188,1087.498046875,18.810028076171875,108.62980651855469
49,-550.9891518172903,-582.505237034389,1012.8059692382812,1087.5216064453125,18.65050506591797,108.51728820800781
