epoch,train_loss,val_loss,pred_b_norm,target_b_norm,pred_eta_norm,target_eta_norm
0,-45.13562358594889,-218.32496861049108,374.2998352050781,1292.9583740234375,32.15484619140625,129.07272338867188
1,-299.9510963450407,-390.3962522234236,681.4596557617188,1293.118896484375,22.46483039855957,129.10516357421875
2,-393.3648298077786,-448.9374002729143,794.7268676757812,1293.0322265625,20.070350646972656,129.11170959472656
3,-436.22950036110376,-484.152700151716,857.9572143554688,1293.4195556640625,18.885629653930664,129.21163940429688
4,-462.1324904014054,-506.60315595354353,905.965576171875,1293.3203125,18.6265869140625,129.0726318359375
5,-475.96070304001967,-518.2350333077567,953.8078002929688,1293.2783203125,19.19093132019043,129.14920043945312
6,-498.9000795885042,-549.1636156354632,1027.1402587890625,1293.065185546875,19.216571807861328,129.10568237304688
7,-525.3744486637403,-574.786746433803,1080.6038818359375,1293.2313232421875,19.714635848999023,129.14427185058594
8,-545.0597978756751,-592.0284216744559,1132.6251220703125,1293.1148681640625,20.75253677368164,129.08416748046875
9,-559.8673364144785,-606.1614924839565,1164.1956787109375,1293.132568359375,20.75748062133789,129.0748291015625
10,-571.7535989078475,-616.2604816981724,1189.3094482421875,1293.3118896484375,20.801660537719727,129.15074157714844
11,-580.4328087700737,-624.8270830426898,1194.7344970703125,1293.1131591796875,20.21108627319336,129.12994384765625
12,-586.6373645693513,-630.5209089006696,1193.6441650390625,1293.153564453125,19.793804168701172,129.02609252929688
13,-591.4752812222034,-633.9205605643136,1225.741455078125,1293.1142578125,19.36077880859375,129.05233764648438
14,-594.9007945014943,-636.6622499738421,1221.385498046875,1292.893310546875,19.279756546020508,129.14749145507812
15,-594.0706664139025,-626.8796201433454,1192.0677490234375,1293.2510986328125,20.377090454101562,129.1189727783203
16,-591.9257426111459,-632.597055707659,1251.662841796875,1293.1650390625,20.83814811706543,129.11294555664062
17,-597.3666304809403,-637.6749223981585,1253.1103515625,1293.163818359375,20.329456329345703,129.09506225585938
18,-601.7122402217326,-642.3552344185965,1262.13134765625,1293.468994140625,20.183860778808594,129.0555877685547
19,-605.4128168993035,-645.2024939400809,1281.1923828125,1293.04248046875,20.225147247314453,129.12400817871094
20,-609.417448276682,-651.087518964495,1285.447021484375,1293.138916015625,20.476369857788086,128.99130249023438
21,-613.8901402979722,-656.6993113926479,1294.60400390625,1292.9072265625,20.464996337890625,129.05894470214844
22,-618.8360961160543,-660.4501484462193,1307.40234375,1292.95556640625,20.167831420898438,129.2019500732422
23,-622.1560154876918,-665.5859146118164,1309.8531494140625,1292.7891845703125,20.27015495300293,129.02835083007812
24,-625.6170709555041,-667.7824423653739,1300.656982421875,1293.1126708984375,20.360591888427734,129.1535186767578
25,-630.7502683370038,-674.6714008876255,1329.884521484375,1292.85302734375,20.94802474975586,129.0370635986328
26,-637.4231175970802,-684.186413356236,1331.7950439453125,1293.460205078125,21.135780334472656,129.21926879882812
27,-646.8983466170616,-693.6835327148438,1337.4119873046875,1293.2852783203125,21.368785858154297,129.1300811767578
28,-656.7135530427323,-703.6104899815151,1355.229736328125,1293.1304931640625,22.14878273010254,129.0624237060547
29,-666.9221142741387,-716.0895963396345,1366.1396484375,1292.873779296875,22.088727951049805,129.01268005371094
30,-675.4422329770521,-722.8409271240234,1372.7021484375,1292.976318359375,21.906198501586914,129.06344604492188
31,-682.9472472893358,-731.500851222447,1399.6710205078125,1293.2354736328125,22.831043243408203,129.11778259277344
32,-689.7144194656603,-739.4604165213449,1392.953125,1292.93505859375,22.184833526611328,128.99969482421875
33,-696.1134976045585,-746.1062316894531,1392.5626220703125,1293.009033203125,21.965288162231445,129.02310180664062
34,-701.9385832484367,-752.4630846296038,1409.700439453125,1293.5657958984375,21.8436222076416,129.16598510742188
35,-703.6552653580864,-748.1105466570173,1426.3055419921875,1293.431884765625,23.261892318725586,129.16363525390625
36,-710.4659526704597,-767.1281269618443,1385.0172119140625,1293.33056640625,23.318756103515625,129.17697143554688
37,-730.1777418474111,-788.3227386474609,1396.17236328125,1293.131103515625,22.676271438598633,129.08689880371094
38,-747.8808901646827,-808.5639539446149,1411.0709228515625,1293.256591796875,22.81645393371582,129.10984802246094
39,-765.2154942474574,-826.1546151297433,1429.6375732421875,1293.3662109375,22.936525344848633,129.0777587890625
40,-781.02745031035,-842.9989547729492,1465.30224609375,1293.258056640625,23.16122817993164,129.14747619628906
41,-796.5505273345403,-857.4796142578125,1457.476806640625,1292.8267822265625,22.744325637817383,129.13983154296875
42,-811.5934319306466,-875.1133161272321,1462.1953125,1293.2060546875,22.71548080444336,129.15338134765625
43,-824.9530975383659,-889.5965892246792,1515.462646484375,1292.9808349609375,23.377609252929688,129.0572509765625
44,-838.2973567716706,-903.018062046596,1516.7662353515625,1293.26171875,23.167264938354492,129.0704345703125
45,-853.3263998567976,-919.8816964285714,1503.408935546875,1293.1038818359375,22.728809356689453,129.05958557128906
46,-867.7836883921682,-933.7134944370815,1528.8570556640625,1293.1005859375,22.804250717163086,129.1184844970703
47,-882.3593305004314,-950.1537170410156,1567.0599365234375,1292.7696533203125,22.479324340820312,128.98605346679688
48,-895.9302861510645,-965.6543121337891,1536.9708251953125,1293.2960205078125,23.08055877685547,129.07456970214844
49,-907.9550670315045,-977.1839708600726,1575.2696533203125,1293.35400390625,22.918500900268555,129.07142639160156
