epoch,train_loss,val_loss,pred_b_norm,target_b_norm,pred_eta_norm,target_eta_norm
0,11.744247217647365,11.371219805308751,96.16779327392578,790.86669921875,94.78900146484375,78.95089721679688
1,10.636509551376593,9.942148549216133,91.7642593383789,790.8870239257812,87.50540924072266,78.98419952392578
2,8.772837263638856,8.110605069569178,85.636962890625,790.8922119140625,78.42709350585938,78.91665649414062
3,6.642283955558401,6.3073127780641824,78.97955322265625,790.8211059570312,70.38727569580078,78.88469696044922
4,4.548597961175637,4.6900394814355035,72.73184967041016,791.02685546875,64.64910125732422,78.97461700439453
5,2.4972603829180606,3.171089930193765,67.0893325805664,790.8474731445312,60.20278549194336,78.87726593017578
6,0.4342117250942793,1.631604633161,62.47838592529297,790.8138427734375,56.232688903808594,78.98925018310547
7,-1.7175105360687757,0.10056538241250175,59.44798278808594,790.9473876953125,53.3297119140625,78.97480010986328
8,-4.004788207226112,-1.591289575610842,58.793601989746094,790.9957275390625,51.7775993347168,78.95506286621094
9,-6.6792282315551255,-3.646913464580263,60.54628372192383,790.84130859375,51.19053649902344,78.93218994140625
10,-10.017540837897629,-6.334465043885367,63.974735260009766,790.7910766601562,51.29912185668945,78.97733306884766
11,-14.309473866322001,-10.027748380388532,69.1832046508789,791.1001586914062,52.03996658325195,78.98794555664062
12,-20.025792153155216,-15.307284491402763,76.33201599121094,790.8973388671875,52.36623764038086,78.95824432373047
13,-27.734198929833585,-23.116485800061906,86.07225036621094,790.8466186523438,52.22578048706055,78.97297668457031
14,-38.42738842573322,-34.78987060274397,99.17411041259766,790.968994140625,50.7465934753418,78.91080474853516
15,-53.36983977771196,-51.98433494567871,118.42768096923828,790.8547973632812,48.158451080322266,78.94158935546875
16,-73.78083269713355,-75.98009613582066,144.85781860351562,790.8505249023438,44.376365661621094,79.01518249511719
17,-98.91323364758101,-102.29834474836078,172.79901123046875,790.8756713867188,40.75783157348633,78.89081573486328
18,-122.4648503788182,-125.1111673627581,196.4930877685547,790.783447265625,38.01308822631836,78.95103454589844
19,-140.93332572061507,-140.09086772373743,213.02320861816406,790.9686889648438,36.338172912597656,78.94791412353516
20,-153.13096506087507,-149.5833146231515,223.54920959472656,790.864501953125,35.28031539916992,78.93124389648438
21,-160.8894124265577,-156.92920003618514,237.83364868164062,790.8890380859375,33.74176788330078,78.90400695800781
22,-171.9379804017114,-174.211880002703,259.07061767578125,790.7738037109375,31.85496711730957,78.95513153076172
23,-189.07265609991356,-191.1603570665632,280.8002014160156,790.8554077148438,30.20231819152832,78.8808364868164
24,-203.66036712146197,-205.0592384338379,293.5296630859375,790.97216796875,29.487760543823242,78.95353698730469
25,-217.69440147524975,-216.73198808942522,314.30487060546875,790.8545532226562,27.856731414794922,78.96334838867188
26,-228.8145872022285,-227.1197030203683,323.64605712890625,790.9439697265625,27.481565475463867,78.84370422363281
27,-238.13448046074538,-236.1193449837821,334.2030029296875,790.8486938476562,26.792095184326172,78.9681625366211
28,-245.8905819752177,-242.38659831455774,339.58721923828125,790.8849487304688,26.675212860107422,78.93851470947266
29,-251.53630416119685,-247.70959309169226,347.1492919921875,790.919189453125,26.084218978881836,78.97618865966797
30,-255.61263212610464,-250.58185032435827,355.647216796875,791.0054321289062,25.357751846313477,78.93737030029297
31,-259.7348340143923,-254.94918877737862,357.4847106933594,790.8419799804688,25.361557006835938,78.96920776367188
32,-263.26946896412335,-261.7558806283133,373.3180236816406,790.8637084960938,24.951400756835938,78.95692443847656
33,-272.58507350233737,-271.1324806213379,384.74725341796875,790.8765869140625,24.78878402709961,79.02106475830078
34,-282.57501996149784,-280.27193559919084,402.80218505859375,790.6677856445312,23.81252670288086,78.97396850585938
35,-291.98048651022987,-289.44165311540877,414.25177001953125,790.79345703125,23.603660583496094,78.91705322265625
36,-300.539954763944,-297.97399520874023,420.1465148925781,790.890869140625,23.964942932128906,78.94530487060547
37,-308.7953896444352,-305.93014798845564,434.6163330078125,790.916259765625,23.36993980407715,78.94799041748047
38,-316.5649989393891,-313.51768384660994,441.0494384765625,790.859130859375,23.369539260864258,78.91134643554688
39,-324.28656005859375,-319.1954127720424,456.4655456542969,790.9725952148438,22.354724884033203,78.95972442626953
40,-330.3152455814549,-324.57512337820873,464.191162109375,790.8023071289062,22.252439498901367,78.95863342285156
41,-335.4236084984951,-330.00500978742326,469.76776123046875,790.8848266601562,22.27535629272461,78.94450378417969
42,-340.7106530861776,-334.95430428641185,476.8668212890625,790.9088745117188,21.996746063232422,79.00474548339844
43,-345.67979431152344,-338.5255334036691,480.9881286621094,790.9647827148438,22.026325225830078,79.0204849243164
44,-349.9770147605021,-341.42412240164623,489.99462890625,790.808349609375,21.417070388793945,78.99868774414062
45,-352.9185145643891,-346.9170570373535,495.0911865234375,790.7728271484375,21.168136596679688,78.99613189697266
46,-356.6085655337474,-348.9803237915039,498.6227111816406,790.8223266601562,21.079744338989258,78.95884704589844
47,-359.438723704854,-350.5177764892578,493.90399169921875,790.8845825195312,21.82051658630371,78.93881225585938
48,-361.03654855196595,-352.3262127467564,504.265625,790.9259643554688,21.06692886352539,78.93339538574219
49,-364.2009252329342,-355.871406010219,512.607666015625,790.840087890625,20.352869033813477,79.06736755371094
